code,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
VWO,新兴市场ETF-Vanguard MSCI,7.229553,0.6713020000000001,5.834386,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN,db X-trackers Harvest MSCI All China,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXG,Global X FTSE Colombia 20 ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFS,Domtar Corp,0.0,1.310346,-3.4964800000000005,43000000.0_13.16%_1353000000.0_10.81%,54000000.0_170.00%_1345000000.0_3.30%,-386000000.0_-921.28%_1337000000.0_4.95%,70000000.0_18.64%_1292000000.0_1.73%,43000000.0,13.16%,1353000000.0,10.81%,54000000.0,170.00%,1345000000.0,3.30%,-386000000.0,-921.28%,1337000000.0,4.95%,70000000.0,18.64%,1292000000.0,1.73%
ECA,加拿大能源,0.0,1.814831,-1.07,0_0_0_0,0_0_0_0,0_0_0_0,294000000.0_-7.26%_646000000.0_0.78%,0,0,0,0,0,0,0,0,0,0,0,0,294000000.0,-7.26%,646000000.0,0.78%
ECON,EGShares Emerging Markets,10.758165,0.0,2.18,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN,Franklin FTSE India ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPU,iShares MSCI All Peru Capped ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIZ,PowerShares DWA Developed Market,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V,Visa,35.141813,10.533577000000001,4.103374,2329000000.0_13.11%_6385000000.0_16.03%,2605000000.0_505.81%_6132000000.0_15.59%,2522000000.0_21.84%_5959000000.0_12.46%,2139999999.9999998_10.82%_5975000000.0_18.65%,2329000000.0,13.11%,6385000000.0,16.03%,2605000000.0,505.81%,6132000000.0,15.59%,2522000000.0,21.84%,5959000000.0,12.46%,2139999999.9999998,10.82%,5975000000.0,18.65%
FXI,中国大盘股ETF-iShares,2.617839,0.9880110000000001,16.272964,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHR,Braemar Hotels & Resorts Inc.,10.546471,0.937624,1.0430030000000001,0_0_0_0,0_0_0_0,"28444000.0_3,266.15%_0_0",-217000.0_-101.02%_0_0,0,0,0,0,0,0,0,0,28444000.0,"3,266.15%",0,0,-217000.0,-101.02%,0,0
UPV,ProShares Ultra MSCI Europe,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OII,国际海洋工程,30.192534999999996,1.736873,0.913802,"-33076000.0_-1,651.41%_479000000.0_-7.06%",-49133000.0_-552.15%_416000000.0_-6.67%,"174000000.0_1,673.88%_484000000.0_-0.87%",-1768000.0_85.01%_476000000.0_-13.32%,-33076000.0,"-1,651.41%",479000000.0,-7.06%,-49133000.0,-552.15%,416000000.0,-6.67%,174000000.0,"1,673.88%",484000000.0,-0.87%,-1768000.0,85.01%,476000000.0,-13.32%
GPN,环汇有限公司,34.609695,5.044518,3.529358,118000000.0_62.51%_833000000.0_-13.41%,97586000.0_84.27%_795000000.0_-13.57%,250000000.0_479.09%_1053999999.9999999_-22.23%,118000000.0_90.22%_1039000000.0_9.14%,118000000.0,62.51%,833000000.0,-13.41%,97586000.0,84.27%,795000000.0,-13.57%,250000000.0,479.09%,1053999999.9999999,-22.23%,118000000.0,90.22%,1039000000.0,9.14%
APA,阿帕契,19.322138,2.177266,2.250786,269000000.0_-56.12%_1936000000.0_43.83%,206000000.0_-22.85%_1732999999.9999998_14.62%,518000000.0_462.24%_1490000000.0_11.61%,105000000.0_118.78%_1389000000.0_-3.47%,269000000.0,-56.12%,1936000000.0,43.83%,206000000.0,-22.85%,1732999999.9999998,14.62%,518000000.0,462.24%,1490000000.0,11.61%,105000000.0,118.78%,1389000000.0,-3.47%
ATTO,Atento,0.0,1.581748,-0.278518,4041000.0_210.62%_473000000.00000006_-0.06%,-1664000.0_-118.45%_490000000.00000006_4.78%,-8919000.0_-153.37%_478000000.0_8.22%,-10019000.0_-171.22%_501000000.0_12.97%,4041000.0,210.62%,473000000.00000006,-0.06%,-1664000.0,-118.45%,490000000.00000006,4.78%,-8919000.0,-153.37%,478000000.0,8.22%,-10019000.0,-171.22%,501000000.0,12.97%
PLT,缤特力,0.0,7.154953,-0.172076,14471000.0_-23.14%_221000000.0_8.52%,9854000.0_-49.51%_216000000.0_3.44%,-49504000.0_-322.78%_227000000.0_-2.75%,19953000.0_-2.54%_210000000.0_-2.72%,14471000.0,-23.14%,221000000.0,8.52%,9854000.0,-49.51%,216000000.0,3.44%,-49504000.0,-322.78%,227000000.0,-2.75%,19953000.0,-2.54%,210000000.0,-2.72%
TLRD,"Tailored Brands, Inc.",10.070931,-29.822509999999998,2.213301,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USPH,US Physical Therapy Inc,68.64278399999999,7.106936999999999,1.727057,13236000.0_107.14%_105000000.0_8.34%,10054000.0_66.62%_99491000.0_7.26%,8706000.0_33.73%_101000000.0_14.59%,6594000.0_7.50%_95343000.0_11.52%,13236000.0,107.14%,105000000.0,8.34%,10054000.0,66.62%,99491000.0,7.26%,8706000.0,33.73%,101000000.0,14.59%,6594000.0,7.50%,95343000.0,11.52%
BHGE,贝克休斯,0.0,0.988341,-0.05231,-38000000.0_-733.33%_5548000000.0_84.01%,-19000000.0_-850.00%_5399000000.0_76.21%,"-82000000.0_-8,100.00%_5763000000.0_63.91%","-273000000.0_-5,360.00%_5375000000.0_77.74%",-38000000.0,-733.33%,5548000000.0,84.01%,-19000000.0,-850.00%,5399000000.0,76.21%,-82000000.0,"-8,100.00%",5763000000.0,63.91%,-273000000.0,"-5,360.00%",5375000000.0,77.74%
XWEB,SPDR Series Trust,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZK,Direxion Daily Developed Markets,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRT,Startek Inc,0.0,5.960214,-0.812371,0_0_0_0,-10026000.0_-659.17%_69114000.0_-11.00%,-2451000.0_-305.62%_71600000.0_-7.17%,-1172000.0_-236.92%_69372000.0_-11.41%,0,0,0,0,-10026000.0,-659.17%,69114000.0,-11.00%,-2451000.0,-305.62%,71600000.0,-7.17%,-1172000.0,-236.92%,69372000.0,-11.41%
PH,汉尼汾,21.506657,3.891989,7.97567,353000000.0_20.44%_3817000000.0_9.19%,366000000.0_53.29%_3750000000.0_20.21%,56322000.0_-76.67%_3371000000.0_26.20%,286000000.0_35.82%_3365000000.0_22.66%,353000000.0,20.44%,3817000000.0,9.19%,366000000.0,53.29%,3750000000.0,20.21%,56322000.0,-76.67%,3371000000.0,26.20%,286000000.0,35.82%,3365000000.0,22.66%
CIR,Circor国际,0.0,1.500898,-0.709769,0_0_0_0,0_0_0_0,-5570000.0_-178.22%_206000000.0_29.92%,0_0_0_0,0,0,0,0,0,0,0,0,-5570000.0,-178.22%,206000000.0,29.92%,0,0,0,0
NVRO,Nevro Corp.,0.0,8.090932,-1.300127,-10620000.0_8.53%_96080000.0_23.15%,-17713000.0_-22.10%_87635000.0_28.05%,-4311000.0_56.12%_97963000.0_38.89%,-6230000.0_-60.32%_82256000.0_35.02%,-10620000.0,8.53%,96080000.0,23.15%,-17713000.0,-22.10%,87635000.0,28.05%,-4311000.0,56.12%,97963000.0,38.89%,-6230000.0,-60.32%,82256000.0,35.02%
PAK,Global X MSCI Pakistan ETF,0.0,0.0,-0.1,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNNE,"Cannae Holdings, Inc.",0.0,1.30874,-0.5448689999999999,-21400000.0_-117.02%_276000000.0_-3.96%,-5900000.0_-293.33%_274000000.0_0.40%,-10200000.0_-13.33%_299000000.0_-13.20%,-13000000.0_-62.50%_280000000.0_-12.23%,-21400000.0,-117.02%,276000000.0,-3.96%,-5900000.0,-293.33%,274000000.0,0.40%,-10200000.0,-13.33%,299000000.0,-13.20%,-13000000.0,-62.50%,280000000.0,-12.23%
PIE,PowerShares DWA Emerging Markets,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAV,先锋市政信托,33.349441,0.970182,0.337337,0_0_0_0,417000.0_106.99%_0_0,417000.0_106.99%_0_0,4986000.0_-31.56%_0_0,0,0,0,0,417000.0,106.99%,0,0,417000.0,106.99%,0,0,4986000.0,-31.56%,0,0
CCK,皇冠控股,18.103547,7.276611999999999,2.331035,147000000.0_-0.68%_3046000000.0_40.95%,112999999.99999999_-15.04%_2197000000.0_15.57%,-61000000.0_-165.59%_2168000000.0_12.74%,208000000.0_0.97%_2468000000.0_6.10%,147000000.0,-0.68%,3046000000.0,40.95%,112999999.99999999,-15.04%,2197000000.0,15.57%,-61000000.0,-165.59%,2168000000.0,12.74%,208000000.0,0.97%,2468000000.0,6.10%
EWM,马来西亚ETF-iShares MSCI,4.655828,0.850239,7.102925999999999,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFEM, PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MXI,iShares S&P Global Materials Sec,0.0,0.0,-4.481990000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWN,美国西南能源,5.333916,1.464256,1.061134,51000000.0_-82.04%_815000000.0_0.49%,208000000.0_-40.74%_917000000.0_8.39%,334000000.0_259.05%_805000000.0000001_17.69%,77000000.0_110.88%_737000000.0_13.21%,51000000.0,-82.04%,815000000.0,0.49%,208000000.0,-40.74%,917000000.0,8.39%,334000000.0,259.05%,805000000.0000001,17.69%,77000000.0,110.88%,737000000.0,13.21%
IRL,新爱尔兰基金,4.010199,0.780628,2.741759,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRN,房地产指数ETF-Direxion三倍做多,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RCL,皇家加勒比邮轮,14.804242000000002,2.321933,8.086196000000001,466000000.0_26.19%_2338000000.0_6.48%,219000000.0_1.83%_2028000000.0_0.96%,288000000.0_10.32%_2004000000.0_4.97%,753000000.0_8.59%_2570000000.0_0.23%,466000000.0,26.19%,2338000000.0,6.48%,219000000.0,1.83%,2028000000.0,0.96%,288000000.0,10.32%,2004000000.0,4.97%,753000000.0,8.59%,2570000000.0,0.23%
IHD,ING Emerging Markets High Divide,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEB,金砖四国ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSI,Stage Stores Inc,0.0,0.20430299999999998,-2.173296,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB,人民币ETF-WisdomTree Dreyfus,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNR,RenaissanceRe Holdings Ltd,0.0,1.270043,-6.4584269999999995,252000000.0_17.50%_0_0,92207000.0_-30.29%_0_0,2199000.0_-97.59%_0_0,-703000000.0_-474.08%_0_0,252000000.0,17.50%,0,0,92207000.0,-30.29%,0,0,2199000.0,-97.59%,0,0,-703000000.0,-474.08%,0,0
AUO,友达光电,4.16695,0.020656,1.0295299999999998,39713000.0_-99.56%_75054000000.0_-11.09%,4027000000.0000005_-57.31%_74445000000.0_-15.94%,13884000000.0_31.95%_80664000000.0_-12.17%,8223999999.999999_78.17%_87395000000.0_1.60%,39713000.0,-99.56%,75054000000.0,-11.09%,4027000000.0000005,-57.31%,74445000000.0,-15.94%,13884000000.0,31.95%,80664000000.0,-12.17%,8223999999.999999,78.17%,87395000000.0,1.60%
QARP,Xtrackers Russell 1000 US QARP ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRLB,Proto Labs Inc,61.79323,7.842467999999999,2.3772830000000003,18314000.0_51.53%_110000000.00000001_33.66%,18051000.0_47.96%_108000000.0_34.40%,14272000.0_52.28%_94178000.0_30.16%,13220000.0_10.33%_88105000.0_12.71%,18314000.0,51.53%,110000000.00000001,33.66%,18051000.0,47.96%,108000000.0,34.40%,14272000.0,52.28%,94178000.0,30.16%,13220000.0,10.33%,88105000.0,12.71%
GMF,SPDR S&P Emerging Asia Pacific E,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNA,罗素2000指数三倍做多ETF-Direxion,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEM,First Trust Emerging Markets AlphaDEX Fund,6.931128999999999,0.0,3.63,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGPT,Market Vectors Egypt Index,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RJN,Elements ETN-Rogers Energy,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLR,Miller Industries Inc,11.735736,1.545305,2.462564,7600000.0_40.09%_177000000.0_15.55%,6670000.0_73.74%_159000000.0_6.87%,9296000.0_108.76%_160000000.0_7.48%,4456000.0_-19.30%_153000000.0_3.91%,7600000.0,40.09%,177000000.0,15.55%,6670000.0,73.74%,159000000.0,6.87%,9296000.0,108.76%,160000000.0,7.48%,4456000.0,-19.30%,153000000.0,3.91%
ZTO,中通快递,22.541587,3.4718480000000005,0.8659549999999999,1492000000.0_108.14%_4197999999.9999995_41.28%,557000000.0_10.85%_3544000000.0_35.56%,1222000000.0_65.16%_4331000000.0_35.74%,717000000.0_31.08%_3143000000.0_33.57%,1492000000.0,108.14%,4197999999.9999995,41.28%,557000000.0,10.85%,3544000000.0,35.56%,1222000000.0,65.16%,4331000000.0,35.74%,717000000.0,31.08%,3143000000.0,33.57%
KF,韩国基金,2.406793,0.807825,15.248509,0_0_0_0,0_0_0_0,"16576300.000000002_1,351.84%_0_0","16576300.000000002_1,351.84%_0_0",0,0,0,0,0,0,0,0,16576300.000000002,"1,351.84%",0,0,16576300.000000002,"1,351.84%",0,0
SALT,Scorpio Bulkers Inc,0.0,0.60868,-0.231567,800000.0_105.96%_60614000.0_60.60%,-5772000.0_83.30%_54253000.0_56.22%,-1068000.0_94.80%_51127000.0_90.45%,-10676000.0_49.80%_38608000.0_61.28%,800000.0,105.96%,60614000.0,60.60%,-5772000.0,83.30%,54253000.0,56.22%,-1068000.0,94.80%,51127000.0,90.45%,-10676000.0,49.80%,38608000.0,61.28%
LNN,Lindsay Corporation,45.766818,3.58178,2.01893,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOW,Wideopenwest Inc.,0.0,-2.303163,-1.2225139999999999,25200000.0_404.00%_291000000.0_-2.08%,-202999999.99999997_-379.97%_285000000.0_-4.83%,84200000.0_199.64%_293000000.0_-7.34%,-2100000.0_89.66%_298000000.0_-4.31%,25200000.0,404.00%,291000000.0,-2.08%,-202999999.99999997,-379.97%,285000000.0,-4.83%,84200000.0,199.64%,293000000.0,-7.34%,-2100000.0,89.66%,298000000.0,-4.31%
OUT,OUTFRONT Media Inc.,31.277334999999997,2.576,0.635604,-5200000.0_-114.02%_0_0,9100000.0_264.00%_0_0,35500000.0_33.46%_0_0,50700000.0_33.07%_0_0,-5200000.0,-114.02%,0,0,9100000.0,264.00%,0,0,35500000.0,33.46%,0,0,50700000.0,33.07%,0,0
DGS,Wisdomtree Emerging Markets Smal,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSM,台积电,17.772721,0.143539,2.32041,72293000000.0_9.09%_233277000000.0_9.08%,89788000000.0_2.47%_248079000000.0_6.06%,101198000000.0_3.59%_277570000000.0_5.85%,89949000000.0_-7.07%_252107000000.00003_-3.19%,72293000000.0,9.09%,233277000000.0,9.08%,89788000000.0,2.47%,248079000000.0,6.06%,101198000000.0,3.59%,277570000000.0,5.85%,89949000000.0,-7.07%,252107000000.00003,-3.19%
USNA,优莎娜,39.551019000000004,7.49487,3.3538959999999998,33907000.0_45.78%_301000000.0_17.27%,28946000.0_35.53%_292000000.0_14.36%,-5851000.0_-126.74%_273000000.0_7.99%,23769000.0_-21.03%_262000000.0_2.97%,33907000.0,45.78%,301000000.0,17.27%,28946000.0,35.53%,292000000.0,14.36%,-5851000.0,-126.74%,273000000.0,7.99%,23769000.0,-21.03%,262000000.0,2.97%
SQ,"Square, Inc",0.0,29.665688,-0.157248,-5906000.0_63.00%_815000000.0_47.77%,-23986000.0_-58.95%_669000000.0_44.86%,-15663000.0_-3.27%_616000000.0_36.32%,-16098000.0_50.20%_585000000.0_33.29%,-5906000.0,63.00%,815000000.0,47.77%,-23986000.0,-58.95%,669000000.0,44.86%,-15663000.0,-3.27%,616000000.0,36.32%,-16098000.0,50.20%,585000000.0,33.29%
USAC,USA Compression Partners L.P.,0.0,2.734368,-0.18791,3197000.0_478.12%_167000000.0_152.82%,"-15370000.0_-1,090.34%_77739000.0_17.73%",4546000.0_39.06%_75385000.0_0.63%,4789000.0_323.16%_72791000.0_19.08%,3197000.0,478.12%,167000000.0,152.82%,-15370000.0,"-1,090.34%",77739000.0,17.73%,4546000.0,39.06%,75385000.0,0.63%,4789000.0,323.16%,72791000.0,19.08%
VOX,Vanguard Telecommunication Servi,0.0,0.962514,-8.135912,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRNO,Terreno Realty,34.621274,1.928834,1.097591,20137000.0_29.69%_0_0,10057000.0_73.43%_0_0,10836000.0_491.48%_0_0,20933000.0_581.86%_0_0,20137000.0,29.69%,0,0,10057000.0,73.43%,0,0,10836000.0,491.48%,0,0,20933000.0,581.86%,0,0
PTEU,Pacer TrendpilotTM European Index ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHO,拉萨尔饭店,62.018576,1.648051,0.564992,0_0_0_0,-6964000.0_-108.53%_0_0,16044000.0_-40.05%_0_0,35272000.0_-77.63%_0_0,0,0,0,0,-6964000.0,-108.53%,0,0,16044000.0,-40.05%,0,0,35272000.0,-77.63%,0,0
EIG,Employers控股,12.093119,1.534365,3.704586,42500000.0_71.37%_0_0,25600000.0_10.34%_0_0,31300000.0_-11.83%_0_0,21900000.0_-3.10%_0_0,42500000.0,71.37%,0,0,25600000.0,10.34%,0,0,31300000.0,-11.83%,0,0,21900000.0,-3.10%,0,0
AEL,美国股票投资寿险控股公司,10.225223,1.390941,3.6566440000000004,93903000.0_248.49%_0_0,141000000.0_161.34%_0_0,36803000.0_-69.53%_0_0,56957000.0_867.61%_0_0,93903000.0,248.49%,0,0,141000000.0,161.34%,0,0,36803000.0,-69.53%,0,0,56957000.0,867.61%,0,0
RDS.B,荷兰皇家壳牌石油 Class B,18.352339,0.646049,3.709064,6188000000.0_276.86%_96765000000.0_34.15%,6031000000.0_65.50%_89235000000.0_24.29%,3936999999.9999995_144.84%_85422000000.0_31.89%,4211999999.9999995_193.72%_75830000000.0_22.59%,6188000000.0,276.86%,96765000000.0,34.15%,6031000000.0,65.50%,89235000000.0,24.29%,3936999999.9999995,144.84%,85422000000.0,31.89%,4211999999.9999995,193.72%,75830000000.0,22.59%
AXL,美国车桥,4.825407,1.136991,3.7219660000000006,151000000.0_128.21%_1901000000.0000002_8.14%,89500000.0_14.16%_1857999999.9999998_77.01%,106000000.0_127.08%_1734000000.0_83.19%,86300000.0_39.87%_1723999999.9999998_71.26%,151000000.0,128.21%,1901000000.0000002,8.14%,89500000.0,14.16%,1857999999.9999998,77.01%,106000000.0,127.08%,1734000000.0,83.19%,86300000.0,39.87%,1723999999.9999998,71.26%
VRS,Verso Paper Corp,25.739627,1.344817,1.134049,1000000.0_102.04%_644000000.0_10.09%,-2000000.0_90.48%_639000000.0_3.73%,36000000.0_350.00%_639000000.0_-1.08%,4000000.0_-99.68%_621000000.0_-8.00%,1000000.0,102.04%,644000000.0,10.09%,-2000000.0,90.48%,639000000.0,3.73%,36000000.0,350.00%,639000000.0,-1.08%,4000000.0,-99.68%,621000000.0,-8.00%
MRIN,Marin Software Incorporated,0.0,0.420332,-5.642081,-8276000.0_21.52%_14251000.0_-23.96%,-9112000.0_-48.74%_15402000.0_-24.25%,-7271000.0_-58.20%_17692000.0_-22.82%,-7549000.0_-147.26%_18224000.0_-24.11%,-8276000.0,21.52%,14251000.0,-23.96%,-9112000.0,-48.74%,15402000.0,-24.25%,-7271000.0,-58.20%,17692000.0,-22.82%,-7549000.0,-147.26%,18224000.0,-24.11%
SAP,SAP SE,27.699626000000002,4.950275,4.36468,720000000.0_8.11%_6000000000.0_3.77%,707000000.0_33.40%_5260000000.0_-0.45%,1867000000.0000002_22.43%_6803000000.0_1.17%,992000000.0_36.83%_5589000000.0_3.96%,720000000.0,8.11%,6000000000.0,3.77%,707000000.0,33.40%,5260000000.0,-0.45%,1867000000.0000002,22.43%,6803000000.0,1.17%,992000000.0,36.83%,5589000000.0,3.96%
XSD,SPDR S&P Semiconductor ETF,5.444056,1.0104540000000002,14.105293,0_0_0_0,0_0_0_0,20075800.0_-23.74%_0_0,20075800.0_-23.74%_0_0,0,0,0,0,0,0,0,0,20075800.0,-23.74%,0,0,20075800.0,-23.74%,0,0
ILF,拉美国家40 ETF-iShares S&P,7.493632000000001,0.591335,4.020747,0_0_0_0,43306600.0_-23.63%_0_0,43306600.0_-23.63%_0_0,52186200.0_31.87%_0_0,0,0,0,0,43306600.0,-23.63%,0,0,43306600.0,-23.63%,0,0,52186200.0,31.87%,0,0
NPO,EnPro Industries Inc,2.933075,1.826353,25.686356,9900000.0_10.00%_394000000.0_27.96%,12600000.0_96.88%_369000000.0_24.68%,"34200000.0_1,279.31%_362000000.0_26.35%","490000000.00000006_8,070.00%_344000000.0_17.42%",9900000.0,10.00%,394000000.0,27.96%,12600000.0,96.88%,369000000.0,24.68%,34200000.0,"1,279.31%",362000000.0,26.35%,490000000.00000006,"8,070.00%",344000000.0,17.42%
CB,丘博保险,16.378085000000002,1.228062,8.250049,1294000000.0_-0.84%_0_0,1082000000.0_-1.01%_0_0,1533000000.0_-4.78%_0_0,-70000000.0_-105.15%_0_0,1294000000.0,-0.84%,0,0,1082000000.0,-1.01%,0,0,1533000000.0,-4.78%,0,0,-70000000.0,-105.15%,0,0
FLQE,Franklin Templeton ETF Trust,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CURE,Direxion Daily Healthcare Bull 3X Shares,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPE,卡隆石油,16.757739,1.1481620000000001,0.677299,50474000.0_51.17%_130000000.0_67.22%,55761000.0_18.32%_119000000.0_57.67%,"22824000.0_1,407.22%_118000000.0_71.12%",17081000.0_-19.20%_84614000.0_51.29%,50474000.0,51.17%,130000000.0,67.22%,55761000.0,18.32%,119000000.0,57.67%,22824000.0,"1,407.22%",118000000.0,71.12%,17081000.0,-19.20%,84614000.0,51.29%
MBT,移动电信,7.253512,4.071366,1.0450110000000001,14424000000.0_-2.99%_114346000000.0_7.03%,15529000000.0_23.29%_107925000000.0_3.10%,11031000000.0_-11.88%_116824000000.0_4.69%,18094000000.0_43.10%_114567000000.0_2.13%,14424000000.0,-2.99%,114346000000.0,7.03%,15529000000.0,23.29%,107925000000.0,3.10%,11031000000.0,-11.88%,116824000000.0,4.69%,18094000000.0,43.10%,114567000000.0,2.13%
SDEM,Global X SuperDividend Emerging Markets ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXC,中国ETF-SPDR S&P,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EWZ,巴西ETF-iShares MSCI,4.336906,0.632332,7.3670029999999995,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIRL,iShares MSCI Ireland Capped Inve,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIG,美国国际集团,0.0,0.774083,-6.896346,931000000.0_-16.73%_0_0,949000000.0_-21.64%_0_0,-6672000000.0_-166.24%_0_0,-1713000000.0_-492.89%_0_0,931000000.0,-16.73%,0,0,949000000.0,-21.64%,0,0,-6672000000.0,-166.24%,0,0,-1713000000.0,-492.89%,0,0
FFTY,Innovator IBD 50 Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STZ,Constellation Brands Inc,15.102457000000001,3.7598730000000002,13.746108,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
