code,open,name,pe,pb,eps,2018-06,2018-03,2017-12,2017-09,net2018-06,net_radio2018-06,income2018-06,income_radio2018-06,net2018-03,net_radio2018-03,income2018-03,income_radio2018-03,net2017-12,net_radio2017-12,income2017-12,income_radio2017-12,net2017-09,net_radio2017-09,income2017-09,income_radio2017-09
JHY,9.7861,Nuveen High Income 2020 Target Term Fund Common Shares of Beneficial Interest,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMT,5.62,MFS Multimarket Income Trust,59.80560799999999,0.883474,0.09414,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REM,44.52,iShares Mortgage Real Estate Capped ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VOYA,50.18,"Voya Financial, Inc.",0.0,0.952606,-12.822375,224000000.00000003_2.28%_0_0,446000000.0_414.08%_0_0,-3083000000.0_-528.54%_0_0,214000000.0_190.49%_0_0,224000000.00000003,2.28%,0,0,446000000.0,414.08%,0,0,-3083000000.0,-528.54%,0,0,214000000.0,190.49%,0,0
JSD,16.75,Nuveen Short Duration Credit Opp,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEC,66.85,威州能源,16.726117000000002,2.182436,4.021854,231000000.0_16.02%_0_0,390000000.0_9.39%_0_0,433000000.0_122.53%_0_0,215000000.0_-0.74%_0_0,231000000.0,16.02%,0,0,390000000.0,9.39%,0,0,433000000.0,122.53%,0,0,215000000.0,-0.74%,0,0
FNF,39.5,富达国民金融,14.018892000000001,2.352479,2.80978,254000000.0_-15.89%_0_0,98000000.0_20.99%_0_0,236000000.0_1.29%_0_0,175000000.0_3.55%_0_0,254000000.0,-15.89%,0,0,98000000.0,20.99%,0,0,236000000.0,1.29%,0,0,175000000.0,3.55%,0,0
DGRO,37.88,iShares Core Dividend Growth ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCP,19.835,Guggenheim BulletShares 2025 Corporate Bond ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PZT,23.6901,PowerShares Insured New York Mun,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDS,234.22,辉盛研究系统,35.284279999999995,16.743982,6.622782000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC,57.0,Moelis & Company,44.114096,8.48589,1.2921040000000001,53130000.0_7.28%_0_0,53981000.0_37.08%_0_0,-5650000.0_-110.32%_0_0,43271000.0_22.54%_0_0,53130000.0,7.28%,0,0,53981000.0,37.08%,0,0,-5650000.0,-110.32%,0,0,43271000.0,22.54%,0,0
CTR,11.5,Clearbridge Energy MLP Total Ret,0.0,0.0,-49.869999,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRLG,129.28,GS Finance Large Cap Growth Index Linked,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGV,201.36,iShares North American Tech-Software ETF,5.431259,1.5504069999999999,37.083481,0_0_0_0,81170900.0_113.52%_0_0,81170900.0_113.52%_0_0,67163000.0_47.41%_0_0,0,0,0,0,81170900.0,113.52%,0,0,81170900.0,113.52%,0,0,67163000.0,47.41%,0,0
LEA,161.9,李尔,8.111605,2.462254,19.923307,355000000.0_8.56%_5581000000.0_8.93%,374000000.0_17.49%_5734000000.0_14.71%,420000000.0_69.18%_5364000000.0_15.51%,315000000.0_34.04%_4981000000.0_10.05%,355000000.0,8.56%,5581000000.0,8.93%,374000000.0,17.49%,5734000000.0,14.71%,420000000.0,69.18%,5364000000.0,15.51%,315000000.0,34.04%,4981000000.0,10.05%
TR,28.85,Tootsie Roll Industries Inc,24.163495,2.5537229999999997,1.196019,10470000.0_-11.65%_107000000.0_0.96%,8101000.0_-19.08%_102000000.0_-2.54%,31906000.0_79.33%_126000000.0_0.67%,26887000.0_-5.98%_183000000.0_-1.79%,10470000.0,-11.65%,107000000.0,0.96%,8101000.0,-19.08%,102000000.0,-2.54%,31906000.0,79.33%,126000000.0,0.67%,26887000.0,-5.98%,183000000.0,-1.79%
SPMO,40.52,PowerShares S&P 500 Momentum Portfolio,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMTM,30.6,iShares MSCI International Momentum Factor ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FEZ,39.0,SPDR DJ EURO STOXX 50 Fund,13.116152,0.735967,2.97877,0_0_0_0,-52616100.0_-140.67%_-2019500.0_-47.26%,-52616100.0_-140.67%_-2019500.0_-47.26%,"275000000.0_1,471.75%_-5985000.0_8.57%",0,0,0,0,-52616100.0,-140.67%,-2019500.0,-47.26%,-52616100.0,-140.67%,-2019500.0,-47.26%,275000000.0,"1,471.75%",-5985000.0,8.57%
AWF,11.64,联博全球,22.006401999999998,0.8577459999999999,0.528478,0_0_0_0,-3499700.0000000005_-110.53%_0_0,-3499700.0000000005_-110.53%_0_0,26285000.0_-56.59%_0_0,0,0,0,0,-3499700.0000000005,-110.53%,0,0,-3499700.0000000005,-110.53%,0,0,26285000.0,-56.59%,0,0
ETY,12.89,Eaton Vance Tax-Managed Diversif,10.21658,1.072897,1.258934,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMO,11.61,Clearbridge Energy MLP Opportuni,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF,198.56,iShares Dow Jones U.S. Health Ca,7.170136,0.0,27.63938,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USM,44.01,U.S. Cellular Corp,55.48370500000001,0.950895,0.793296,52000000.0_333.33%_974000000.0_1.14%,55000000.0_96.43%_942000000.0_0.64%,"274000000.0_5,580.00%_1027999999.9999999_2.29%","-298000000.0_-1,755.56%_963000000.0000001_-5.87%",52000000.0,333.33%,974000000.0,1.14%,55000000.0,96.43%,942000000.0,0.64%,274000000.0,"5,580.00%",1027999999.9999999,2.29%,-298000000.0,"-1,755.56%",963000000.0000001,-5.87%
EEB,35.4001,金砖四国ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRF,120.82,PowerShares Exchange Traded Fund,15.117842000000001,0.0,8.00015,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCUD,47.73,Dominion Resources Inc,10.480071,1.6586509999999999,4.55245,478000000.0_14.63%_0_0,526000000.0_-21.96%_0_0,1333000000.0_171.49%_0_0,696000000.0_-4.40%_0_0,478000000.0,14.63%,0,0,526000000.0,-21.96%,0,0,1333000000.0,171.49%,0,0,696000000.0,-4.40%,0,0
MGC,101.6,Vanguard Mega Cap 300 Index ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRV,12.02,Cushing MLP Total Return Fund,21.763635999999998,0.0,0.55,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBB,24.87,AT&T Inc.,4.836186,0.0,5.1448599999999995,5248000000.0_30.74%_38986000000.0_-2.14%,4759000000.0_33.16%_38038000000.0_-3.37%,19136000000.0_660.87%_41676000000.0_-0.39%,3123000000.0_-8.63%_39668000000.0_-2.99%,5248000000.0,30.74%,38986000000.0,-2.14%,4759000000.0,33.16%,38038000000.0,-3.37%,19136000000.0,660.87%,41676000000.0,-0.39%,3123000000.0,-8.63%,39668000000.0,-2.99%
XLV,94.2,健康照护类股ETF-SPDR,11.46035,1.248644,8.22837,0_0_0_0,43055900.0_-86.20%_-250.0_0,43055900.0_-86.20%_-250.0_0,847000000.0000001_105.90%_0_0,0,0,0,0,43055900.0,-86.20%,-250.0,0,43055900.0,-86.20%,-250.0,0,847000000.0000001,105.90%,0,0
BNS,60.23,丰业银行,11.940388,1.641255,5.0459,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GVAL,24.0,Cambria Global Value ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDX,260.9,碧迪医疗,112.52285900000001,3.286753,2.3313040000000003,594000000.0_550.00%_4278000000.0_40.96%,-12000000.0_-103.49%_4222000000.0_42.20%,-136000000.0_-124.20%_3080000000.0_5.41%,"327000000.0_1,716.67%_3166000000.0_-2.01%",594000000.0,550.00%,4278000000.0,40.96%,-12000000.0,-103.49%,4222000000.0,42.20%,-136000000.0,-124.20%,3080000000.0,5.41%,327000000.0,"1,716.67%",3166000000.0,-2.01%
BGS,30.95,B&G食品,10.747404,2.46353,2.875206,7976000.0_-63.85%_388000000.0_7.38%,20547000.0_-37.29%_432000000.0_4.71%,130000000.0_857.46%_474000000.0_14.51%,32730000.0_0.99%_408000000.0_28.32%,7976000.0,-63.85%,388000000.0,7.38%,20547000.0,-37.29%,432000000.0,4.71%,130000000.0,857.46%,474000000.0,14.51%,32730000.0,0.99%,408000000.0,28.32%
FBR,18.22,Fibria Celulose纸业,23.40544,0.677771,0.784433,-210000000.0_18.92%_4722000000.0_70.19%,615000000.0_86.97%_3693000000.0_78.07%,280000000.0_406.04%_4047000000.0_59.71%,"743000000.0_2,247.47%_2844000000.0_23.64%",-210000000.0,18.92%,4722000000.0,70.19%,615000000.0,86.97%,3693000000.0,78.07%,280000000.0,406.04%,4047000000.0,59.71%,743000000.0,"2,247.47%",2844000000.0,23.64%
WP,98.22,"Worldpay, Inc.",0.0,2.780681,-0.165461,-1500000.0_-101.73%_1007000000.0_0.81%,-98300000.0_-378.47%_851000000.0_-8.35%,-46368000.0_-173.65%_1066000000.0_11.58%,107000000.0_22.87%_1034000000.0_13.10%,-1500000.0,-101.73%,1007000000.0,0.81%,-98300000.0,-378.47%,851000000.0,-8.35%,-46368000.0,-173.65%,1066000000.0,11.58%,107000000.0,22.87%,1034000000.0,13.10%
HEWJ,33.78,iShares Currency Hedged MSCI Japan ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSL,6.16,纽文高级收益基金,18.403642,0.8978139999999999,0.334173,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IWD,129.61,罗素1000价值指数ETF-iShares,14.946624,1.067715,8.668847,0_0_0_0,516000000.0_-68.25%_0_0,516000000.0_-68.25%_0_0,793000000.0_-26.58%_0_0,0,0,0,0,516000000.0,-68.25%,0,0,516000000.0,-68.25%,0,0,793000000.0,-26.58%,0,0
FFC,18.55,Flaherty & Crumrine Preferred Securities Income Fund,32.758077,0.9585379999999999,0.565662,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UYM,72.67,基础材料指数ETF-ProShares两倍做多,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EUSC,31.0,WisdomTree Europe Hedged SmallCap Equity Fund,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMPT,24.75,Market Vectors CEF Municipal Inc,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTV,24.95,Qwest Corp,22.672909,0.051439,1.1,426999999.99999994_59.33%_2101000000.0000002_-1.50%,380000000.0_36.69%_2130000000.0_-1.48%,846000000.0000001_255.46%_2114000000.0_-4.26%,265000000.0_3.92%_2141000000.0_-3.82%,426999999.99999994,59.33%,2101000000.0000002,-1.50%,380000000.0,36.69%,2130000000.0,-1.48%,846000000.0000001,255.46%,2114000000.0,-4.26%,265000000.0,3.92%,2141000000.0,-3.82%
RFI,12.37,Cohen & Steers Total Return Real,33.295534,0.96144,0.373023,-232100.0_-102.81%_0_0,-232100.0_-102.81%_0_0,5106600.0_164.68%_0_0,5106600.0_164.68%_0_0,-232100.0,-102.81%,0,0,-232100.0,-102.81%,0,0,5106600.0,164.68%,0,0,5106600.0,164.68%,0,0
NOBL,68.47,ProShares S&P 500 Aristocrat,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENS,84.64,艾诺斯,30.315754,3.040278,2.788814,0_0_0_0,54139000.0_60.57%_683000000.0_8.97%,-25779000.0_-169.49%_659000000.0_16.90%,0_0_0_0,0,0,0,0,54139000.0,60.57%,683000000.0,8.97%,-25779000.0,-169.49%,659000000.0,16.90%,0,0,0,0
DAR,18.98,美国达尔令国际,17.257005,1.374188,1.0946280000000002,-29138000.0_-382.13%_847000000.0000001_-5.40%,"98075000.0_1,225.70%_875000000.0_-0.36%",107000000.0_156.58%_948000000.0_7.61%,8684000.0_-69.94%_938000000.0000001_9.82%,-29138000.0,-382.13%,847000000.0000001,-5.40%,98075000.0,"1,225.70%",875000000.0,-0.36%,107000000.0,156.58%,948000000.0,7.61%,8684000.0,-69.94%,938000000.0000001,9.82%
MUC,12.59,黑岩加州投资基金,18.666086,0.827883,0.675021,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIX,6.325,Western Asset High Income Fund II,34.912966,0.8568450000000001,0.181308,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSCR,19.04,Guggenheim BulletShares 2027 Corporate Bond ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUR,31.87,墨菲石油,0.0,1.1794200000000001,-0.807767,45518000.0_359.05%_655000000.0_37.19%,168000000.0_187.79%_607000000.0_19.24%,-287000000.0_-348.65%_545000000.0_12.89%,-65893000.0_-307.35%_498000000.00000006_2.45%,45518000.0,359.05%,655000000.0,37.19%,168000000.0,187.79%,607000000.0,19.24%,-287000000.0,-348.65%,545000000.0,12.89%,-65893000.0,-307.35%,498000000.00000006,2.45%
EFX,132.43,艾可菲,31.861133000000002,4.997183000000001,4.197591,146000000.0_-12.83%_877000000.0_2.36%,93800000.0_-39.64%_866000000.0_4.03%,175000000.0_39.82%_838000000.0000001_4.66%,100000000.0_-25.50%_835000000.0_3.82%,146000000.0,-12.83%,877000000.0,2.36%,93800000.0,-39.64%,866000000.0,4.03%,175000000.0,39.82%,838000000.0000001,4.66%,100000000.0,-25.50%,835000000.0,3.82%
SPYV,31.92,SPDR S&P 500 Value ETF,10.5902,2.556419,3.012219,0_0_0_0,0_0_0_0,19555100.0_49.47%_0_0,19555100.0_49.47%_0_0,0,0,0,0,0,0,0,0,19555100.0,49.47%,0,0,19555100.0,49.47%,0,0
BYM,12.79,BYM信托,21.90097,0.8674,0.584449,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMLF,44.28,iShares FactorSelect MSCI USA Small-Cap ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPV,11.83,弗吉尼亚纽文市保,48.081757,0.833844,0.245798,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTDR,32.0,Matador Resources,20.23931,2.454724,1.5889870000000001,65637000.0_107.14%_197000000.0_81.09%,64924000.0_41.45%_172000000.0_57.43%,42441000.0_-59.31%_158000000.0_72.91%,17979000.0_49.24%_130000000.0_62.49%,65637000.0,107.14%,197000000.0,81.09%,64924000.0,41.45%,172000000.0,57.43%,42441000.0,-59.31%,158000000.0,72.91%,17979000.0,49.24%,130000000.0,62.49%
FMN,12.88,FMN市政收益基金,0.0,0.8712260000000001,-0.238623,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVLU,25.795,iShares MSCI International Developed Value Factor ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOO,66.235,农业指数ETF-Market Vectors,5.697735,0.99125,11.601505,0_0_0_0,0_0_0_0,51842400.0_37.09%_-193299.99999999997_-55.89%,51842400.0_37.09%_-193299.99999999997_-55.89%,0,0,0,0,0,0,0,0,51842400.0,37.09%,-193299.99999999997,-55.89%,51842400.0,37.09%,-193299.99999999997,-55.89%
VPL,71.07,Vanguard MSCI Pacific ETF,8.631245,0.182631,8.243307000000001,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDN,16.28,布兰迪维因房地产信托,19.285048,1.585477,0.8439180000000001,13136000.0_70.64%_0_0,44705000.0_110.17%_0_0,73844000.0_696.96%_0_0,19046000.0_141.58%_0_0,13136000.0,70.64%,0,0,44705000.0,110.17%,0,0,73844000.0,696.96%,0,0,19046000.0,141.58%,0,0
HLX,9.81,螺旋能源,21.064685,0.906301,0.465471,17784000.0_377.74%_204999999.99999997_36.12%,-2560000.0_84.40%_164000000.0_57.15%,50580000.0_192.96%_163000000.0_27.52%,2290000.0_-80.02%_163000000.0_1.25%,17784000.0,377.74%,204999999.99999997,36.12%,-2560000.0,84.40%,164000000.0,57.15%,50580000.0,192.96%,163000000.0,27.52%,2290000.0,-80.02%,163000000.0,1.25%
ECC,17.98,Eagle Point Credit Co LLC,10.733108,1.071898,1.676821,9531800.0_-38.64%_0_0,8109500.0_936.45%_0_0,12586199.999999998_-46.32%_0_0,2227000.0_-94.74%_0_0,9531800.0,-38.64%,0,0,8109500.0,936.45%,0,0,12586199.999999998,-46.32%,0,0,2227000.0,-94.74%,0,0
BPT,33.0,BPT信托,8.168393,1088.273075,4.0093440000000005,27215000.0_15.78%_27611000.0_15.94%,26330000.0_23.74%_26539000.0_23.54%,14428000.0_-0.76%_14667000.0_-0.45%,17827000.0_21.59%_18230000.0_20.65%,27215000.0,15.78%,27611000.0,15.94%,26330000.0,23.74%,26539000.0,23.54%,14428000.0,-0.76%,14667000.0,-0.45%,17827000.0,21.59%,18230000.0,20.65%
BPT,33.0,BPT信托,8.143477,1084.953416,4.0093440000000005,27215000.0_15.78%_27611000.0_15.94%,26330000.0_23.74%_26539000.0_23.54%,14428000.0_-0.76%_14667000.0_-0.45%,17827000.0_21.59%_18230000.0_20.65%,27215000.0,15.78%,27611000.0,15.94%,26330000.0,23.74%,26539000.0,23.54%,14428000.0,-0.76%,14667000.0,-0.45%,17827000.0,21.59%,18230000.0,20.65%
OHI,32.71,Omega Healthcare Investors,70.77793100000001,1.867268,0.464269,81986000.0_20.29%_0_0,87933000.0_-19.41%_0_0,65156000.0_-49.83%_0_0,-138000000.0_-267.43%_0_0,81986000.0,20.29%,0,0,87933000.0,-19.41%,0,0,65156000.0,-49.83%,0,0,-138000000.0,-267.43%,0,0
CWEN.A,19.72,Clearway Energy Inc Class A,38.123492,1.096013,0.517791,96000000.0_128.57%_0_0,-4000000.0_73.33%_0_0,-98000000.0_-8.89%_0_0,40000000.0_2.56%_0_0,96000000.0,128.57%,0,0,-4000000.0,73.33%,0,0,-98000000.0,-8.89%,0,0,40000000.0,2.56%,0,0
EDF,13.17,Stone Harbor Emerging Markets In,9.082758,0.0,1.45,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NXQ,13.27,Nuveen Select Tax-Free Income Po,23.007985,0.913063,0.576326,0_0_0_0,-424000.0_89.12%_0_0,-424000.0_89.12%_0_0,5528500.0_13.53%_0_0,0,0,0,0,-424000.0,89.12%,0,0,-424000.0,89.12%,0,0,5528500.0,13.53%,0,0
NOV,42.94,华高,0.0,1.182679,-0.22211999999999998,25000000.0_133.78%_2105999999.9999998_19.73%,-66000000.0_45.00%_1795000000.0_3.10%,-15000000.0_97.91%_1969000000.0000002_16.37%,-27000000.0_98.02%_1835000000.0000002_11.48%,25000000.0,133.78%,2105999999.9999998,19.73%,-66000000.0,45.00%,1795000000.0,3.10%,-15000000.0,97.91%,1969000000.0000002,16.37%,-27000000.0,98.02%,1835000000.0000002,11.48%
TLTD,66.01,Flexshares Morningstar Developed,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VGI,13.09,Virtus Global Multi-Sector Incom,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KYN,18.19,KYN投资基金,8.813575,1.254103,2.065836,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APAM,33.25,Artisan Partners Asset Managemen,24.556923,16.201586,1.353997,67645000.0_38.52%_212000000.0_8.16%,71664000.0_68.40%_212000000.0_15.18%,840000.0_-98.08%_211000000.0_16.11%,58509000.0_28.91%_204999999.99999997_11.12%,67645000.0,38.52%,212000000.0,8.16%,71664000.0,68.40%,212000000.0,15.18%,840000.0,-98.08%,211000000.0,16.11%,58509000.0,28.91%,204999999.99999997,11.12%
CWEN,19.95,Clearway Energy Inc,38.586999,1.109338,0.517791,96000000.0_128.57%_0_0,-4000000.0_73.33%_0_0,-98000000.0_-8.89%_0_0,40000000.0_2.56%_0_0,96000000.0,128.57%,0,0,-4000000.0,73.33%,0,0,-98000000.0,-8.89%,0,0,40000000.0,2.56%,0,0
ROK,196.75,罗克韦尔自动化,62.863946,16.821528,3.137649,199000000.0_-8.44%_1698999999.9999998_6.22%,227000000.0_20.00%_1651000000.0000002_6.23%,-236000000.0_-210.11%_1587000000.0_6.46%,204999999.99999997_10.48%_1668000000.0_8.38%,199000000.0,-8.44%,1698999999.9999998,6.22%,227000000.0,20.00%,1651000000.0000002,6.23%,-236000000.0,-210.11%,1587000000.0,6.46%,204999999.99999997,10.48%,1668000000.0,8.38%
EMB,107.08,iShares JPMorgan USD Emerging Markets Bond ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FT,6.71,富兰克林通用信托,51.156940999999996,0.857216,0.131165,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRTX,20.12,TPG Re Finance Trust Inc.,12.665214,1.1358409999999999,1.5909719999999998,26438000.0_4.38%_0_0,25114000.0_6.98%_0_0,24758000.0_29.22%_0_0,20791000.0_19.20%_0_0,26438000.0,4.38%,0,0,25114000.0,6.98%,0,0,24758000.0,29.22%,0,0,20791000.0,19.20%,0,0
HTA,26.82,Healthcare Trust Of America Inc,64.994886,1.7158689999999999,0.413571,15657000.0_367.55%_0_0,10016000.0_-28.46%_0_0,43472000.0_153.42%_0_0,13957000.0_110.23%_0_0,15657000.0,367.55%,0,0,10016000.0,-28.46%,0,0,43472000.0,153.42%,0,0,13957000.0,110.23%,0,0
GPJA,24.28,Georgia Power Company,0.294547,0.0,82.384064,-396000000.0_-212.50%_0_0,352000000.0_33.33%_0_0,227000000.0_94.02%_0_0,584000000.0_-3.31%_0_0,-396000000.0,-212.50%,0,0,352000000.0,33.33%,0,0,227000000.0,94.02%,0,0,584000000.0,-3.31%,0,0
DIA,267.57,道琼斯指数ETF,8.324938000000001,1.0916270000000001,32.059096999999994,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXTA,30.5,Axalta Coating Systems Ltd.,52.994322,5.610143,0.5735520000000001,77100000.0_507.94%_1206000000.0_10.84%,71000000.0_7.74%_1166000000.0_15.68%,-55600000.0_-58.40%_1165000000.0_13.37%,"56300000.0_1,142.59%_1092000000.0_6.98%",77100000.0,507.94%,1206000000.0,10.84%,71000000.0,7.74%,1166000000.0,15.68%,-55600000.0,-58.40%,1165000000.0,13.37%,56300000.0,"1,142.59%",1092000000.0,6.98%
WTM,964.15,White Mountains Insurance Group,7.612755,1.02934,126.65104699999999,"-14900000.0_-1,031.25%_0_0",-66600000.0_-337.86%_0_0,12000000.0_121.31%_0_0,551000000.0_528.85%_0_0,-14900000.0,"-1,031.25%",0,0,-66600000.0,-337.86%,0,0,12000000.0,121.31%,0,0,551000000.0,528.85%,0,0
RDN,20.4,Radian Group Inc,11.052852,1.355245,1.8402490000000002,209000000.0_864.21%_0_0,113999999.99999999_49.71%_0_0,6816000.0_-88.84%_0_0,65142000.0_-21.33%_0_0,209000000.0,864.21%,0,0,113999999.99999999,49.71%,0,0,6816000.0,-88.84%,0,0,65142000.0,-21.33%,0,0
ECL,159.92,艺康集团,29.576683000000003,5.868062,5.390564,354000000.0_19.34%_3690000000.0_6.64%,248000000.0_-3.54%_3471000000.0_9.76%,572000000.0_53.68%_3651000000.0_8.91%,396000000.0_4.30%_3563000000.0000005_5.23%,354000000.0,19.34%,3690000000.0,6.64%,248000000.0,-3.54%,3471000000.0,9.76%,572000000.0,53.68%,3651000000.0,8.91%,396000000.0,4.30%,3563000000.0000005,5.23%
IXG,67.92,iShares Trust S&P Global Financi,10.109691999999999,0.799725,6.733142999999999,0_0_0_0,8442300.0_-72.47%_0_0,8442300.0_-72.47%_0_0,22530200.0_372.43%_-390.0_0,0,0,0,0,8442300.0,-72.47%,0,0,8442300.0,-72.47%,0,0,22530200.0,372.43%,-390.0,0
USA,6.83,Liberty All-Star Equity Fund,7.719347,0.975799,0.882199,23586900.0_-62.24%_0_0,23586900.0_-62.24%_0_0,63169300.0_59.74%_0_0,63169300.0_59.74%_0_0,23586900.0,-62.24%,0,0,23586900.0,-62.24%,0,0,63169300.0,59.74%,0,0,63169300.0,59.74%,0,0
LRGF,34.2,iShares FactorSelect MSCI USA ETF,0.0,0.0,0.0,0_0_0_0,0_0_0_0,0_0_0_0,0_0_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
