code,name,pe,pb,eps,count,end,max,mean,min,price_end,price_middle,price_start,start,,std,volume_end,volume_start,,year
SAB,Saratoga Investment Corp,7.688008,0,3.374034,22,26.08,26.29,25.98529091,25.64,25.8769875,26.07721429,26.01714286,25,1.08,0.189418589,105454.1818,81922.72727,,1
NFX,新田,14.363986,3.358132,1.939573,252,27.09,76.01,32.02327381,7.845,32.60107143,46.41178571,17.05696429,14.065,,14.84835553,53465080.56,18593648.41,,21
KMPR,Kemper Corp,23.458412,2.522398,3.397502,86,82.1,82.1,40.0272093,23.96,52.51827586,36.15068966,31.105,25.96,,13.53475089,3730910.163,2434281.395,,7
SMH,半导体指数ETF-HOLDRs,0,0,0,82,109.73,109.73,59.05646341,30.43,87.91321429,52.35296296,35.83444444,30.1,,24.07946655,75517630.44,36125626.83,,6
RHT,红帽,84.585121,17.543608,1.674408,230,149.49,163.06,41.55397826,3.5,78.33584416,28.62974026,17.38243421,24.25,,34.82760308,39262996.5,66886955.65,,19
TPRE,Third Point Reinsurance Ltd.,14.592039,0.844961,0.925162,62,13.3,18.53,13.83709677,11.05,13.72142857,12.7552381,15.0945,12.25,1.05,1.594712973,10900753.55,5722955.032,,5
ECH,iShares MSCI Chile Investable,0,0,0,131,41.94,79.6,49.8828626,29.33,41.64420455,55.07159091,53.00372093,49.34,,12.16908421,6316259.833,3214530.769,,10
EDIV,新兴市场股息机会指数-SPDR S&P,0,0,0,92,30.11,55.66,37.12728261,23.13,30.05741935,34.23258065,47.424,50.24,,8.7100243,1571137.087,1680815.217,,7
ARKK,ARK Innovation ETF,0,0,0,48,49.17,49.7,26.98609792,16.74,39.31134375,21.25288125,20.39406875,20.42,,9.628776069,3494868.625,30474.75,,4
AMBR,Amber Road,0,8.316845,-0.377088,55,8.71,17.34,8.828727273,4.02,8.308947368,7.04,11.16611111,17.5,,3.085146647,3766997.321,2718600.333,1048396.988,4
OBOR,KraneShares MSCI One Belt One Road Index ETF,0,0,0,13,23.0601,27.54,25.04061538,23.0601,23.79242,26.46775,25.173725,25.26,,1.332907196,134236.8571,353169.5,,1
JJCB,Barclays iPath Bloomberg Copper Subindex Total Return,0,0,-2.996428,9,39.98,50.22,45.67988889,39.98,41.683,47.06666667,48.29,50,,3.379634982,69171.6,4142.5,,0
UDOW,道指三倍做多ETF-ProShares,0,0,0,104,103.43,110.94,33.37393365,6.0113,61.25271429,27.43935714,10.78431176,6.6312,,26.14791223,17634281.73,19789500,,8
DIG,二倍做多美国油气指数,0,0,0,139,41.14,121.25,51.54773309,20.85,39.85361489,56.51402174,58.52978261,71.1,,23.04262149,2901706.086,74228623.19,,11
AMBO,安博教育,13.978916,5.250778,0.425641,4,6.13,6.68,5.9605,5.102,6.405,5.93,5.102,5.13,1,0.65430956,154665,2472019,-94%,0
URTY,ProShares UltraPro Russell2000,0,0,0,104,112.23,113.67,39.74658654,9.0925,63.931,38.69385714,15.93455882,10.2475,,24.69149004,6032701.731,25812615.38,,8
MCHI,中国ETF-iShares MSCI,0,0,0,91,59.99,74.81,49.71857143,36.11,55.85096774,48.33566667,44.76466667,51.69,,8.419677524,32632771.43,6426526.667,,7
BC,宾士域,49.594859,3.778593,1.318685,252,66.32,66.42,31.17293651,2.71,44.73357143,23.80452381,24.98071429,35.25,,15.00099506,24695071.67,12947075.4,,21
SOJA,Southern Co,23.625113,1.095735,1.106873,36,26.09,28.16,26.73833333,25.63,26.35166667,26.66916667,27.19416667,25.09,1,0.632489413,1005931.278,2911928.222,,3
CLI,麦克凯利房地产,27.50809,1.311022,0.78486,252,21.02,55.65,31.19436508,16.71,23.45654762,37.83285714,32.29369048,41.38,,8.671865393,17512385.25,6044976.984,,21
RESI,Altisource Residential,0,1.187081,-2.415361,70,11.86,31.56,16.46471429,9.19,11.68833333,14.45391304,23.45956522,13.5,,6.23512461,10013652.51,10117453.66,,5
BLK,贝莱德,14.235845,2.389476,33.542793,228,475.78,561.8,191.9257456,15.25,349.9680263,174.1839474,51.62526316,14,,135.8738521,12780991.35,4111378.947,,19
GNR,SPDR S&P Global Natural Resource,0,0,0,97,48.22,64.1,47.32494948,30.03,43.21454848,45.4309375,53.4578125,50.22,,7.081676052,3003601.857,1158085.417,,8
ECCY,Eagle Point Credit Company Inc.,12.324299,0,2.092614,14,25.9549,25.9549,25.51507857,25.15,25.631,25.2798,25.664275,25,0.9549,0.242962318,36409.42857,158778,,1
VWO,新兴市场ETF-Vanguard MSCI,7.229553,0.671302,5.834386,163,41.1,58.65,39.45358896,20.4,40.16727273,42.15083333,36.02944444,25.15,,6.963648547,315881116.2,136530004.9,,13
CN,db X-trackers Harvest MSCI All China,0,0,0,54,32.36,46.35,32.72701296,25,35.36133889,29.47553333,33.34416667,25,,5.015891764,135215.8148,61961.11111,,4
GXG,Global X FTSE Colombia 20 ETF,0,0,0,116,9.68,23.01,14.92356897,7.065,9.417923077,18.25051282,17.15960526,7.825,,5.120374458,2630881.828,2353863.793,277018.0345,9
UFS,Domtar Corp,0,1.310346,-3.49648,139,51.1,66.625,38.34079137,4.74,41.5312766,41.71326087,31.70847826,51.8,,11.35737042,12551895.93,21053594.2,,11
ECA,加拿大能源,0,1.814831,-1.07,206,13.02,48.655,19.33930825,4.29,13.37086957,29.2484058,15.34069853,6.255,,9.748363179,160222904.9,86997571.84,,17
ECON,EGShares Emerging Markets,10.758165,0,2.18,97,22.26,29,24.7756701,19.88,24.8130303,25.801875,23.7109375,20.31,,2.129581168,4203519.102,3993489.583,,8
FLIN,Franklin FTSE India ETF,0,0,0,8,23.0299,23.8,23.2611125,22.45,23.51663333,22.94966667,23.345,24.06,,0.487515144,31316,34094.75,,0
EPU,iShares MSCI All Peru Capped ETF,0,0,0,112,36.07,50.36,35.92392857,19.59,33.51921053,35.62027027,38.6972973,24.07,,6.747285788,2115462.268,3985633.929,,9
PIZ,PowerShares DWA Developed Market,0,0,0,130,27.9501,29.3669,21.99944615,11.12,24.92256818,22.0422093,18.9655814,25,,4.091163665,2267069.692,1070740,,10
V,Visa,35.141813,10.533577,4.103374,127,147.8,147.8,52.06295276,12.34,93.57837209,43.4377381,18.18428571,14.875,,35.21650137,177744344.8,518739219,,10
FXI,中国大盘股ETF-iShares,2.617839,0.988011,16.272964,168,42.09,72.93,37.20232143,17.165,40.15705357,38.97607143,32.47383929,17.9,,9.073009917,372867999.3,283530081,,14
WALA,Western Alliance Bancorporation,7.062161,1.108371,3.616457,28,25.75,26.49,25.63267857,23.72,25.66948,25.97584444,25.24862222,24.8,0.95,0.651612213,209199.7857,815942.2143,,2
UPV,ProShares Ultra MSCI Europe,0,0,0,102,52.5947,64.9017,41.00221176,21.31,46.86266471,45.67235294,30.47161765,30.9,,10.51692746,104298.098,143305.8824,,8
OII,国际海洋工程,30.192535,1.736873,0.913802,252,28.07,85.88,20.03839286,0.5825,46.3725,12.41367738,1.32900119,1.4875,,22.76541001,37205265.47,57372133.33,,21
GPN,环汇有限公司,34.609695,5.044518,3.529358,213,125.51,125.51,32.15584507,4.625,62.32232394,21.45774648,12.68746479,3.75,,28.21925639,27950583.88,23184562.26,,17
APA,阿帕契,19.322138,2.177266,2.250786,252,43.18,139,59.28253413,8.3333,66.89190476,86.66583333,24.28986429,18.5628,,32.07028606,74986285.25,59599343.62,,21
ATTO,Atento,0,1.581748,-0.278518,48,7.4,14.38,9.919375,6.85,9.34375,8.951875,11.4625,12.75,,1.785510722,1838620.792,1510134,328486.7917,4
PLT,缤特力,0,7.154953,-0.172076,252,66.12,76.25,33.27357183,8.59,47.69119048,27.23809524,24.89142976,12.6667,,13.69708483,5898325.246,8187453.968,,21
CSTR,Capstar Financial Holdings Inc.,18.196582,1.39138,0.971611,25,17.48,21.96,18.9524,16.92,18.68111111,19.1425,19.0675,16.56,0.92,1.472195866,524712.3077,852911,,2
USPH,US Physical Therapy Inc,68.642784,7.106937,1.727057,74,124.55,125.25,52.02378378,23.86,76.868,48.6756,29.63208333,26.75,,22.82849659,1448669.135,785554.0541,,6
BHGE,贝克休斯,0,0.988341,-0.05231,252,32.38,90.31,47.37134921,16.88,49.8825,59.55892857,32.67261905,44,,16.88201289,92476446.5,59782777.78,,21
XWEB,SPDR Series Trust,0,0,0,28,97.99,97.99,70.06495,52.0923,82.67148,68.08687778,58.03576667,51.13,,12.37846344,101122.3571,14106.85714,,2
DZK,Direxion Daily Developed Markets,0,0,0,118,69.37,94.91,58.25896949,24.06,60.69596,57.29064103,56.72782051,64.65,,16.14634492,198304.0508,481727.1186,,9
SRT,Startek Inc,0,5.960214,-0.812371,252,5.86,73.56,14.11103175,1.83,6.350357143,10.25880952,25.72392857,13.63,,11.79428752,849461.3571,1295761.905,-446300.5476,21
PH,汉尼汾,21.506657,3.891989,7.97567,252,174.74,201.42,64.35056746,12.89,122.0795238,51.38622857,19.58595,20.11,,48.23823537,28145619.67,32486417.86,,21
CIR,Circor国际,0,1.500898,-0.709769,228,44.8,81.21,35.71855263,7,53.92934211,35.22921053,17.99710526,12,,17.46163513,2016833.947,1337333.333,,19
NVRO,Nevro Corp.,0,8.090932,-1.300127,47,66.11,104.39,69.45595745,26.99,78.420625,80.405,48.21466667,28.17,,18.67305029,10973737.88,7909224.348,,3
PAK,Global X MSCI Pakistan ETF,0,0,-0.1,42,10.81,18.02,14.41225238,10.81,12.60928571,16.53897143,14.0885,15.45,,1.978466611,1066212.571,110448.8571,,3
CNNE,"Cannae Holdings, Inc.",0,1.30874,-0.544869,52,19.5,63.9857,19.93110769,9.38,17.67944444,11.86058824,30.38574118,55.2044,,14.53295243,6789244.038,7032812.346,,4
PIE,PowerShares DWA Emerging Markets,0,0,0,130,18.64,25.34,17.09569231,7.47,17.57602273,17.96395349,15.73593023,25.11,,3.193891563,3017274.523,2858310.769,,10
MAV,先锋市政信托,33.349441,0.970182,0.337337,180,11.18,16.14,13.57687889,7.64,12.99513667,13.20866667,14.52683333,15.03,,1.726522748,1485479.044,1126301.111,,15
CCK,皇冠控股,18.103547,7.276612,2.331035,252,41.91,60.17,29.25805556,1.01,47.16833333,23.56785714,17.03797619,46.13,,16.60965012,24737781.79,22733037.3,,21
EWM,马来西亚ETF-iShares MSCI,4.655828,0.850239,7.102926,252,32.34,64.2,36.19765873,8,47.21964286,39.69857143,21.6747619,48,,14.8140928,10337842.04,3001619.246,,21
MFEM, PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,0,0,0,13,23.5741,27.92,25.33693846,23.5741,24.33044,26.71225,25.21975,25.01,,1.231946041,175432.5714,1694956,,1
MXI,iShares S&P Global Materials Sec,0,0,-4.48199,145,65.63,86.61,60.37005034,32.8,57.93178163,62.88375,60.34541667,48.96,,10.08376054,769934.9589,1697319.444,,12
CXP,Columbia Property Trust Inc,28.626305,0.983254,0.816382,60,23.66,28.34,23.43383333,20.27,22.2215,22.589,25.491,22.75,0.91,1.941133769,12731742.47,12437063.9,,5
KALA,Kala Pharmaceuticals Inc.,1.23494,4.633646,10.38917,15,13.18,25.3,16.69266667,12.69,13.67,15.722,20.686,16.7,-3.52,3.732967924,3729921.125,5570005,,1
DRN,房地产指数ETF-Direxion三倍做多,0,0,0,111,23.105,29.28,13.81068559,2.46,21.11212973,13.75752973,6.562397297,1.9538,,6.747895564,5834728.286,122658203.6,,9
RCL,皇家加勒比邮轮,14.804242,2.321933,8.086196,252,121.15,133.55,44.68496032,6,70.75821429,34.2497619,29.04690476,21.815,,27.8351999,52622376.59,23822360.32,,21
IHD,ING Emerging Markets High Divide,0,0,0,88,7.73,20.04,11.2371625,6.71,8.45865,10.3589931,14.98965517,20,,3.205074144,1505724.295,1580738.636,-75014.34091,7
EEB,金砖四国ETF,0,0,0,145,34.67,57.9,35.53711103,21.11,31.24267551,37.64270833,37.81541667,24.63,,7.449497211,503003.2603,5574027.778,,12
SSI,Stage Stores Inc,0,0.204303,-2.173296,201,2.04,27.69,14.18831692,1.66,11.3241791,15.06149254,16.1792791,10.89,,6.30943247,8896270.455,9521669.5,-625399.0446,16
CYB,人民币ETF-WisdomTree Dreyfus,0,0,0,125,25.49,27.27,25.3201232,23.26,25.15905714,25.49369048,25.30731707,25.03,,0.636215108,479852.8413,3517962.903,,10
RNR,RenaissanceRe Holdings Ltd,0,1.270043,-6.458427,252,132.26,147.64,62.58742183,10.3967,106.5538095,53.51940476,27.68905119,14.6867,,36.43523408,8113550.317,8309085.714,,21
MUFG,三菱日联金融,6.731823,0.601518,0.89426,210,5.99,15.66,7.140285714,3.52,6.071857143,6.413428571,8.935571429,9.63,-3.64,2.599693378,35721087.61,28099442.86,7621644.752,17
QARP,Xtrackers Russell 1000 US QARP ETF,0,0,0,6,27.27,27.31,26.195,24.94,27.29,26.08,25.215,25.11,,0.983214117,76039.33333,843049.3333,,0
PRLB,Proto Labs Inc,61.79323,7.842468,2.377283,80,156.2,156.2,68.778125,28.76,85.50259259,67.96296296,52.25692308,25,,25.97938053,4796230.275,5981805,,6
GMF,SPDR S&P Emerging Asia Pacific E,0,0,0,139,98.32,113.46,78.17256043,38.27,87.83448723,76.84228261,69.63086957,61.74,,13.63765987,1010745.114,1149491.304,,11
TNA,罗素2000指数三倍做多ETF-Direxion,0,0,0,119,95.36,96.51,31.09892857,3.875,52.33125,28.4159375,12.07397436,14.375,,21.27409812,199589532.6,928382176.3,,9
TRTX,TPG Re Finance Trust Inc.,12.966916,1.162898,1.590972,15,20.49,20.65,19.81266667,18.53,20.5,19.216,19.722,19.6,0.89,0.671549027,5040328.125,3159124.571,,1
EGPT,Market Vectors Egypt Index,0,0,0,104,33.495,85.84,49.88714135,26.2,33.23667714,55.00968571,61.75411765,82.16,,15.75626269,472222.5962,340650,,8
RJN,Elements ETN-Rogers Energy,0,0,0,132,3.2838,17.03,5.76535303,2,2.811627273,6.55375,7.930681818,10.11,,2.930660534,856286.3636,1634071.212,-777784.8485,11
MLR,Miller Industries Inc,11.735736,1.545305,2.462564,252,27.7,54.7,16.32198413,2.45,20.71190476,14.86083333,13.39321429,59.7,,9.158016758,665936.1905,678585.873,,21
LADR,Ladder Capital Corp,10.486114,1.275423,1.633589,56,17.38,19.61,15.25589286,10.34,14.63315789,13.11894737,18.16888889,16.5,0.88,2.410244632,14226207.96,3351096.893,,4
KF,韩国基金,2.406793,0.807825,15.248509,252,36.82,506.9,122.1820071,17.78,38.4151881,197.4308333,130.7,118.1,,110.1878376,363150.1349,390351.5873,,21
SALT,Scorpio Bulkers Inc,0,0.60868,-0.231567,58,6.9,121.32,28.04795172,2.79,7.38,7.803221053,70.04842105,117,,37.61890315,13331045.31,4474088.69,8856956.621,4
LNN,Lindsay Corporation,45.766818,3.58178,2.01893,252,89.91,105,47.8631877,14.81,79.37071429,42.84666667,21.37218214,28.6667,,27.69635737,3702365.413,1323436.905,,21
WOW,Wideopenwest Inc.,0,-2.303163,-1.222514,17,11.4,18.37,11.95117647,6.33,9.795,10.06833333,16.798,16,,3.619072537,8895295.222,7141626.5,,1
CDOR,"Condor Hospitality Trust, Inc.",2.88997,1.249696,3.633256,39,10.65,14.1635,10.61417692,4.8958,10.18,11.48933077,10.1732,14.3,-3.65,1.748795847,354586.65,54131.89474,,3
DGS,Wisdomtree Emerging Markets Smal,0,0,0,132,46.25,56.52,43.9019697,21.85,43.84568182,46.58090909,41.27931818,51.66,,6.988536354,3014392.364,2217792.424,,11
TSM,台积电,17.772721,0.143539,2.32041,252,44.11,45.31,14.54035437,3.2431,24.77571429,9.88832381,8.957025,5.2212,,9.320936197,235259300.6,150440176.6,,21
USNA,优莎娜,39.551019,7.49487,3.353896,93,127,292.98,134.9423656,51.48,124.6,197.5767742,82.65032258,87.1,,74.64733172,1884179.426,1256500,,7
SQ,"Square, Inc",0,29.665688,-0.157248,35,91.25,91.25,29.28485714,8.77,55.4175,19.4125,11.54636364,11.2,,22.40707522,227538516.9,84498291.71,,2
USAC,USA Compression Partners L.P.,0,2.734368,-0.18791,69,16.66,27.75,19.11268116,9.02,17.02434783,16.44434783,23.86934783,17.5,,4.330344078,3562468.029,2291189.118,,5
VOX,Vanguard Telecommunication Servi,0,0.962514,-8.135912,169,85.98,101.05,72.30159763,40.72,89.24298246,65.6075,61.75178571,49.19,,15.39572169,1802774.847,744015.4762,,14
TRNO,Terreno Realty,34.621274,1.928834,1.097591,104,37.25,38.41,22.14519231,12.45,30.72314286,19.30514286,16.23852941,18.75,,7.209189521,4861201.538,1015198.077,,8
PTEU,Pacer TrendpilotTM European Index ETF,0,0,0,34,27.29,32.6,26.96600588,22.4612,29.58708333,26.88060909,24.19204545,25.08,,2.906789264,654030.1765,166445.4118,,2
LHO,拉萨尔饭店,62.018576,1.648051,0.564992,246,35.01,47.56,24.93890244,5.32,29.71902439,29.00780488,16.08987805,18,,9.727647534,22052153.67,3336230.081,,20
EIG,Employers控股,12.093119,1.534365,3.704586,141,45.55,49,23.51028369,8.34,33.74361702,20.4593617,16.32787234,20,,9.489376913,2475387.887,5201244.286,,11
AEL,美国股票投资寿险控股公司,10.225223,1.390941,3.656644,178,36.85,37.09,15.73432584,3.84,25.18766667,10.84915254,11.0059322,9,,7.845035484,11598117.37,9215107.865,,14
RDS.B,荷兰皇家壳牌石油 Class B,18.352339,0.646049,3.709064,252,67.42,87.25,57.45662698,30.5,65.35107143,64,43.01880952,45.63,,13.56882747,23693542.77,7159020.635,,21
AXL,美国车桥,4.825407,1.136991,3.721966,237,17.31,40.42,17.72531646,0.93,17.18316456,13.57822785,22.41455696,17,,7.942013231,41496652.61,12966023.73,,19
PBCTP,People's United Financial Inc,28.521739,0,0.92,23,25.9,28.32,26.48347391,25.1099,25.89875,27.23625,26.29141429,25.05,0.85,0.912364472,375871.8333,730127.3636,,1
MRIN,Marin Software Incorporated,0,0.420332,-5.642081,67,3.45,115.01,37.25671642,3.35,9.830434783,27.94590909,75.24045455,133,,29.83348121,364428.9706,540767.5758,-176338.6052,5
SAP,SAP SE,27.699626,4.950275,4.36468,242,118.38,119.74,56.49789256,11.25,83.8517284,48.88209877,36.513125,60,,23.40963748,25808716.04,30432036.36,,20
XSD,SPDR S&P Semiconductor ETF,5.444056,1.010454,14.105293,152,79.33,79.33,24.50393092,5.735,49.37254902,13.06838235,10.8022,13.2125,,21.0080065,4226645.921,7321278.947,,12
ILF,拉美国家40 ETF-iShares S&P,7.493632,0.591335,4.020747,204,28.9,60.11,31.27519608,6.27,32.40573529,44.32404412,17.09580882,8.32,,13.70748655,22800562.88,21958650,,17
NPO,EnPro Industries Inc,2.933075,1.826353,25.686356,197,74.04,93.51,39.93274112,2.89,63.75727273,32.74893939,23.036,8.45,,20.58203032,3028980.707,3870438.776,,16
CB,丘博保险,16.378085,1.228062,8.250049,252,136.2,156.15,63.75823413,22.16,107.5853571,50.22285714,33.4664881,33.44,,35.52016787,37766341.93,40249246.84,,21
FLQE,Franklin Templeton ETF Trust,0,0,0,28,29.7672,34.795,30.29649643,26.32,32.11471,31.03663333,27.53612222,26.18,,2.364606377,499868.1429,1159091.286,,2
CURE,Direxion Daily Healthcare Bull 3X Shares,0,0,0,88,60.11,61.47,25.549375,3.56,40.44233333,28.27224138,7.42,4.975,,15.50814658,4398340.773,2878500,,7
CPE,卡隆石油,16.757739,1.148162,0.677299,252,11.07,27.36,10.2734127,1.09,8.613809524,11.48297619,10.72345238,19,,5.123507057,36735757.03,1816131.746,,21
CELGZ,Celgene Corporation,0.791667,0,1.92,96,1.6273,8.04,2.529064583,0.225,1.058725,3.149375,3.37909375,5.3,-3.6727,1.926054777,352908.7292,933770.8333,-580862.1042,8
SDEM,Global X SuperDividend Emerging Markets ETF,0,0,0,43,13.536,18.36,15.01201628,11.55,15.75379333,14.83243571,14.39683571,14.98,,1.622772928,175134.5909,54874.38095,,3
GXC,中国ETF-SPDR S&P,0,0,0,139,97.02,120.71,75.46881295,38.56,86.7912766,71.79413043,67.5748913,53.45,,15.26592828,2396484.9,2215118.841,,11
EWZ,巴西ETF-iShares MSCI,4.336906,0.632332,7.367003,219,30.96,99.24,40.10947489,5.79,38.97623288,63.10191781,18.25027397,18.75,,21.75593108,339898266.2,98464066.97,,18
EIRL,iShares MSCI Ireland Capped Inve,0,0,0,101,46,49.06,33.15868812,18.03,42.49448529,35.47338235,21.15515152,21.31,,9.54921704,701989.7843,348270,,8
AIG,美国国际集团,0,0.774083,-6.896346,252,53.37,1651.27,573.9761889,7.204,50.86797619,571.3904048,1099.670186,619.168,,537.4999397,203335606.2,8310243.151,,21
FFTY,Innovator IBD 50 Fund,0,0,0,42,38.37,38.37,27.17043571,20.0347,34.15642857,24.78668571,22.56819286,25.08,,5.459626394,3157968.381,911755.0952,,3
STZ,Constellation Brands Inc,15.102457,3.759873,13.746108,252,211.11,233.13,48.90514246,4.9375,115.4202381,21.04327381,10.25191548,5.9375,,61.06341802,36505807.54,24419212.7,,21
HBANO,Huntington Bancshares Incorporated,39.507462,0,0.67,31,26.33,28.14,26.80758065,25.25,26.75818182,27.116,26.5535,25.48,0.85,0.799569541,583854.25,1979195.8,,2
URI,联合租赁,8.50555,4.084324,18.360952,250,158.1,181.11,42.63252,4.05,87.18702381,19.74180723,20.43192771,14.5,,40.07396741,35689182.67,13459216.8,,20
FBGX,UBS AG FI Enhanced Large Cap Growth ETN,0,0,0,52,295.6369,295.97,159.4096827,98.28,226.7709722,132.4935882,115.0020588,101.14,,55.84107133,90941.19231,521091.5,,4
FILL,Ishares Msci Global Energy Produ,0,0,0,80,22.8691,28.77,22.00330875,15.81,20.50457778,21.28652222,24.30403846,25.25,,3.081553817,248655.1,124147.5,,6
EWI,意大利ETF-iShares MSCI,3.729206,0.607053,7.449306,252,27.5,72.5,38.74579365,20.24,27.72547619,47.59357143,40.91833333,36.76,,12.68261233,13789370.6,476681.746,,21
HQH,HQH基金,45.386252,0.871797,0.511168,252,23.01,38.5,19.67217143,9.31,24.25139524,15.02535714,19.7397619,18.88,,6.125588616,2316701.357,943316.6667,,21
HAP,Market Vectors RVE Hard Assets P,0,0,0,121,36.43,43.17,33.81406033,20.78,32.8890561,36.14575,32.4305,37.75,,4.439517232,584460.2623,801231.6667,,10
XLB,材料ETF,13.356427,0.94494,4.427082,238,58.86,62.95,34.80865546,17.69,47.251125,33.86303797,23.1543038,20.78,,11.41698638,154516361.3,50031031.09,,19
XOP,油气开采指数ETF-SPDR S&P,0,1.248595,-2.449932,148,41.86,82.28,46.94067568,24.6,40.3008,58.50816327,42.14857143,34.4,,12.60122878,228564706.3,51667560.81,,12
GPMT,Granite Point Mortgage Trust Inc.,14.704813,0.988117,1.277813,16,19.07,19.14,18.1875,16.54,18.415,17.264,18.838,18.25,0.82,0.921733873,7066305.75,8368387,,1
RYT,Rydex ETF Trust Rydex S&P Equal,0,0,0,143,169.6,169.6,73.7543993,25.38,115.0725854,62.14322917,43.41531915,48.77,,35.1463764,1340447.75,220461.9718,,11
EMN,伊士曼化工,9.799122,2.454855,10.101926,252,96.62,105.58,42.695,10.27,75.08202381,30.31422619,22.68875,31.03,,25.31199014,32235934.01,23850985.71,,21
VVR,范·卡本高回报信托基金,18.734875,0.880567,0.230586,244,4.34,10.25,6.313278689,2.38,4.680731707,6.035925926,8.243333333,10,-5.66,1.970258257,12562789.46,9309518.852,3253270.607,20
FTC,First Trust Large Cap Growth Opp,0,0,0,137,70.41,70.41,37.58432482,15.74,53.83972826,34.18217391,24.44544444,29.91,,13.70675432,1241078.609,394319.1176,,11
CRAK,Market Vectors Oil Refiners ETF,0,0,0,38,34.845,34.845,24.24231316,18.11,31.27899231,21.92523846,19.12940833,19.65,,5.593091042,254158.6842,101098.8421,,3
QEMM,SPDR MSCI Emerging Markets Quality Mix ETF,0,0,0,52,58.94,68.64,56.69267885,45.2057,61.7842,50.73125294,57.26308235,61.09,,5.810595036,236619.6923,174980.6154,,4
